date,shift,shovel_id,avg_loading_time_sec,trucks_loaded,ore_volume_t
2024-01-06,夜班,ES-04,166.6,109,3296.0
2024-01-06,夜班,ES-05,112.9,94,2854.0
2024-01-06,夜班,ES-07,144.4,122,3510.0
2024-01-06,夜班,ES-08,122.0,121,3794.0
2024-01-07,早班,ES-01,119.7,93,3011.0
2024-01-07,早班,ES-04,186.9,91,2944.0
2024-01-07,早班,ES-05,132.4,77,2429.0
2024-01-07,早班,ES-06,127.5,85,2653.0
2024-01-07,早班,ES-08,108.1,80,2441.0
2024-01-07,中班,ES-02,118.5,103,3067.0
2024-01-07,中班,ES-03,107.8,87,2495.0
2024-01-07,中班,ES-04,220.0,107,3175.0
2024-01-07,中班,ES-05,131.6,101,3185.0
2024-01-07,中班,ES-06,114.6,117,3723.0
2024-01-07,中班,ES-07,144.4,97,2957.0
2024-01-07,中班,ES-08,133.6,71,2017.0
2024-01-07,夜班,ES-04,181.2,102,3325.0
2024-01-07,夜班,ES-05,118.8,116,3506.0
2024-01-07,夜班,ES-06,132.0,100,3200.0
2024-01-07,夜班,ES-08,122.7,92,2812.0
2024-01-08,早班,ES-01,120.3,75,2339.0
2024-01-08,早班,ES-02,112.2,84,2578.0
2024-01-08,早班,ES-04,192.0,73,2405.0
2024-01-08,早班,ES-06,128.6,78,2484.0
2024-01-08,早班,ES-08,116.4,80,2338.0
2024-01-08,中班,ES-01,128.3,86,2427.0
2024-01-08,中班,ES-03,171.6,97,3005.0
2024-01-08,中班,ES-04,182.3,108,3053.0
2024-01-08,中班,ES-07,157.0,82,2598.0
2024-01-08,中班,ES-08,129.9,112,3519.0
2024-01-08,夜班,ES-01,117.7,142,4008.0
2024-01-08,夜班,ES-03,102.4,83,2568.0
2024-01-08,夜班,ES-04,180.3,95,2841.0
2024-01-08,夜班,ES-05,124.1,93,3041.0
2024-01-08,夜班,ES-06,137.6,84,2526.0
2024-01-08,夜班,ES-07,154.5,90,2576.0
2024-01-08,夜班,ES-08,115.4,96,2986.0
2024-01-09,早班,ES-01,121.2,84,2443.0
2024-01-09,早班,ES-02,122.7,95,2737.0
2024-01-09,早班,ES-03,116.8,110,3202.0
2024-01-09,早班,ES-04,182.6,95,2730.0
2024-01-09,早班,ES-06,115.5,78,2564.0
2024-01-09,早班,ES-07,141.9,93,3037.0
2024-01-09,早班,ES-08,132.8,91,2988.0
2024-01-09,中班,ES-01,124.8,76,2185.0
2024-01-09,中班,ES-02,132.4,92,2688.0
2024-01-09,中班,ES-04,170.6,93,2679.0
2024-01-09,中班,ES-05,120.6,106,3280.0
2024-01-09,中班,ES-06,120.1,104,3205.0
2024-01-09,中班,ES-08,108.5,75,2192.0
2024-01-09,夜班,ES-01,101.0,85,2452.0
2024-01-09,夜班,ES-02,128.5,108,3541.0
2024-01-09,夜班,ES-04,181.3,87,2661.0
2024-01-09,夜班,ES-05,173.5,83,2655.0
2024-01-09,夜班,ES-07,157.7,79,2339.0
2024-01-09,夜班,ES-08,112.0,85,2657.0
2024-01-10,早班,ES-01,128.1,73,2283.0
2024-01-10,早班,ES-02,141.2,54,1587.0
2024-01-10,早班,ES-03,123.1,76,2151.0
2024-01-10,早班,ES-04,179.0,83,2665.0
2024-01-10,早班,ES-05,134.1,70,2189.0
2024-01-10,早班,ES-06,135.8,114,3531.0
2024-01-10,早班,ES-07,135.8,87,2693.0
2024-01-10,早班,ES-08,133.4,89,2888.0
2024-01-10,中班,ES-01,131.8,108,3536.0
2024-01-10,中班,ES-02,132.1,89,2822.0
2024-01-10,中班,ES-03,102.4,97,2845.0
2024-01-10,中班,ES-05,127.5,81,2371.0
2024-01-10,中班,ES-06,140.1,131,3671.0
2024-01-10,中班,ES-07,149.5,84,2673.0
2024-01-10,中班,ES-08,117.0,84,2456.0
2024-01-10,夜班,ES-02,124.5,71,2164.0
2024-01-10,夜班,ES-03,112.2,98,3037.0
2024-01-10,夜班,ES-04,190.2,138,4172.0
2024-01-10,夜班,ES-05,118.0,109,3061.0
2024-01-10,夜班,ES-08,110.9,86,2671.0
2024-01-11,早班,ES-01,116.8,137,4288.0
2024-01-11,早班,ES-03,118.4,83,2551.0
2024-01-11,中班,ES-01,122.2,91,2665.0
2024-01-11,中班,ES-02,132.0,79,2513.0
2024-01-11,中班,ES-03,115.1,101,2922.0
2024-01-11,中班,ES-05,127.0,93,2814.0
2024-01-11,中班,ES-06,121.7,98,2878.0
2024-01-11,中班,ES-07,154.1,120,3474.0
2024-01-11,中班,ES-08,116.0,86,2814.0
2024-01-11,夜班,ES-01,115.2,89,2813.0
2024-01-11,夜班,ES-02,145.8,89,2660.0
2024-01-11,夜班,ES-03,114.0,79,2539.0
2024-01-11,夜班,ES-04,164.7,117,3384.0
2024-01-11,夜班,ES-05,113.9,113,3269.0
2024-01-11,夜班,ES-06,130.6,86,2542.0
2024-01-12,早班,ES-01,126.7,83,2364.0
2024-01-12,早班,ES-02,140.7,118,3700.0
2024-01-12,早班,ES-03,115.3,85,2748.0
2024-01-12,早班,ES-04,176.7,108,3163.0
2024-01-12,早班,ES-05,121.2,116,3670.0
2024-01-12,早班,ES-07,155.9,92,2831.0
2024-01-12,早班,ES-08,125.9,107,3046.0
2024-01-12,中班,ES-01,123.4,102,3324.0
2024-01-12,中班,ES-02,131.4,95,2690.0
2024-01-12,中班,ES-03,101.5,114,3643.0
2024-01-12,中班,ES-04,175.7,80,2245.0
2024-01-12,中班,ES-05,124.5,110,3498.0
2024-01-12,中班,ES-06,130.7,78,2260.0
2024-01-12,中班,ES-07,145.0,143,4375.0
2024-01-12,中班,ES-08,117.7,104,3060.0
2024-01-12,夜班,ES-01,113.8,79,2575.0
2024-01-12,夜班,ES-02,116.6,107,3425.0
2024-01-12,夜班,ES-04,163.1,98,2984.0
2024-01-12,夜班,ES-05,119.8,82,2528.0
2024-01-12,夜班,ES-06,117.9,81,2461.0
2024-01-12,夜班,ES-07,138.5,96,3145.0
2024-01-12,夜班,ES-08,131.7,91,2871.0
2024-01-13,早班,ES-01,114.4,89,2636.0
2024-01-13,早班,ES-02,123.3,100,2847.0
2024-01-13,早班,ES-03,110.9,107,3044.0
2024-01-13,早班,ES-04,181.0,116,3533.0
2024-01-13,早班,ES-05,139.1,65,1976.0
2024-01-13,早班,ES-06,124.1,93,3069.0
2024-01-13,早班,ES-07,154.8,86,2666.0
2024-01-13,早班,ES-08,130.2,104,3233.0
2024-01-13,中班,ES-01,126.2,115,3269.0
2024-01-13,中班,ES-02,128.1,101,3233.0
2024-01-13,中班,ES-03,117.5,115,3511.0
2024-01-13,中班,ES-04,185.0,101,2951.0
2024-01-13,中班,ES-05,120.7,96,2828.0
2024-01-13,中班,ES-06,141.7,102,2909.0
2024-01-13,中班,ES-07,147.4,114,3633.0
2024-01-13,中班,ES-08,120.3,74,2194.0
2024-01-13,夜班,ES-01,112.8,126,3955.0
2024-01-13,夜班,ES-02,136.5,113,3501.0
2024-01-13,夜班,ES-03,107.3,91,2609.0
2024-01-13,夜班,ES-04,181.7,106,3054.0
2024-01-13,夜班,ES-05,200.0,132,4326.0
2024-01-13,夜班,ES-06,153.5,103,2988.0
2024-01-13,夜班,ES-07,146.4,106,3110.0
2024-01-13,夜班,ES-08,132.0,92,2917.0
2024-01-14,早班,ES-02,113.2,97,2749.0
2024-01-14,早班,ES-04,181.9,82,2508.0
2024-01-14,早班,ES-05,127.5,87,2494.0
2024-01-14,早班,ES-06,126.8,75,2333.0
2024-01-14,早班,ES-08,136.8,68,2128.0
2024-01-14,中班,ES-01,120.4,78,2527.0
2024-01-14,中班,ES-04,174.5,83,2557.0
2024-01-14,中班,ES-05,188.9,98,2836.0
2024-01-14,中班,ES-06,118.5,89,2794.0
2024-01-14,中班,ES-07,147.9,68,2094.0
2024-01-14,中班,ES-08,118.4,89,2909.0
2024-01-14,夜班,ES-02,128.7,82,2299.0
2024-01-14,夜班,ES-03,110.3,67,1977.0
2024-01-14,夜班,ES-04,163.4,76,2338.0
2024-01-14,夜班,ES-05,120.5,61,1985.0
2024-01-14,夜班,ES-07,144.2,67,2065.0
2024-01-14,夜班,ES-08,136.6,94,3034.0
2024-01-15,早班,ES-01,120.0,75,2384.0
2024-01-15,早班,ES-02,133.6,117,3276.0
2024-01-15,早班,ES-03,119.0,145,4647.0
2024-01-15,早班,ES-04,181.4,109,3590.0
2024-01-15,早班,ES-07,139.7,83,2642.0
2024-01-15,早班,ES-08,138.7,95,2900.0
2024-01-15,中班,ES-01,127.8,87,2647.0
2024-01-15,中班,ES-02,125.8,107,3373.0
2024-01-15,中班,ES-04,170.5,78,2531.0
2024-01-15,中班,ES-05,128.5,71,2155.0
2024-01-15,中班,ES-06,145.3,60,1939.0
2024-01-15,中班,ES-07,137.5,114,3647.0
2024-01-15,中班,ES-08,128.2,90,2840.0
2024-01-15,夜班,ES-01,115.0,112,3591.0
2024-01-15,夜班,ES-03,116.4,96,2755.0
2024-01-15,夜班,ES-04,169.6,99,3178.0
2024-01-15,夜班,ES-05,135.8,90,2876.0
2024-01-15,夜班,ES-06,139.4,73,2187.0
2024-01-15,夜班,ES-07,148.5,104,3083.0
2024-01-16,早班,ES-01,114.0,101,3049.0
2024-01-16,早班,ES-02,125.6,106,3464.0
2024-01-16,早班,ES-03,108.0,78,2272.0
2024-01-16,早班,ES-04,166.6,92,2853.0
2024-01-16,早班,ES-05,138.2,103,3381.0
2024-01-16,早班,ES-06,126.1,80,2507.0
2024-01-16,早班,ES-07,148.7,90,2605.0
2024-01-16,早班,ES-08,131.7,105,3249.0
2024-01-16,中班,ES-01,127.2,111,3405.0
2024-01-16,中班,ES-02,129.3,80,2261.0
2024-01-16,中班,ES-03,100.5,119,3843.0
2024-01-16,中班,ES-04,167.7,110,3255.0
2024-01-16,中班,ES-05,130.6,94,2659.0
2024-01-16,中班,ES-06,131.5,105,3066.0
2024-01-16,中班,ES-07,166.3,93,2872.0
2024-01-16,中班,ES-08,115.1,80,2556.0
2024-01-16,夜班,ES-02,140.5,88,2789.0
2024-01-16,夜班,ES-03,106.0,120,3417.0
2024-01-16,夜班,ES-04,166.1,96,2707.0
2024-01-16,夜班,ES-05,139.5,94,2831.0
2024-01-16,夜班,ES-06,175.7,97,2834.0
2024-01-16,夜班,ES-07,159.4,101,2995.0
2024-01-16,夜班,ES-08,118.3,113,3592.0
2024-01-17,早班,ES-02,118.7,106,3393.0
2024-01-17,早班,ES-04,176.2,71,2141.0
2024-01-17,早班,ES-08,136.6,83,2700.0
2024-01-17,中班,ES-01,130.4,119,3484.0
2024-01-17,中班,ES-02,128.1,107,3097.0
2024-01-17,中班,ES-04,192.5,95,3076.0
2024-01-17,中班,ES-05,124.3,91,2753.0
2024-01-17,中班,ES-06,120.0,97,2851.0
2024-01-17,中班,ES-08,107.8,130,3802.0
2024-01-17,夜班,ES-01,113.5,83,2599.0
2024-01-17,夜班,ES-02,122.5,99,3177.0
2024-01-17,夜班,ES-04,188.0,93,3051.0
2024-01-17,夜班,ES-05,138.0,82,2511.0
2024-01-17,夜班,ES-08,116.1,80,2370.0
2024-01-18,早班,ES-01,117.5,92,2874.0
2024-01-18,早班,ES-02,131.4,96,2787.0
2024-01-18,早班,ES-03,154.6,100,3115.0
2024-01-18,早班,ES-06,128.0,99,2985.0
2024-01-18,早班,ES-07,151.9,107,3446.0
2024-01-18,早班,ES-08,123.8,86,2719.0
2024-01-18,中班,ES-01,115.2,81,2521.0
2024-01-18,中班,ES-02,148.5,64,1885.0
2024-01-18,中班,ES-03,120.9,83,2441.0
2024-01-18,中班,ES-04,175.4,91,2881.0
2024-01-18,中班,ES-05,113.4,108,3174.0
2024-01-18,中班,ES-06,128.3,111,3554.0
2024-01-18,中班,ES-07,155.9,70,1970.0
2024-01-18,中班,ES-08,132.0,78,2404.0
2024-01-18,夜班,ES-01,103.9,61,1770.0
2024-01-18,夜班,ES-02,140.7,89,2493.0
2024-01-18,夜班,ES-04,173.4,88,2778.0
2024-01-18,夜班,ES-05,126.4,76,2481.0
2024-01-18,夜班,ES-06,126.2,91,2786.0
2024-01-18,夜班,ES-08,116.6,93,2693.0
2024-01-19,早班,ES-01,116.5,90,2688.0
2024-01-19,早班,ES-02,120.2,98,3146.0
2024-01-19,早班,ES-03,118.2,93,2788.0
2024-01-19,早班,ES-04,175.2,99,2985.0
2024-01-19,早班,ES-05,120.0,91,2642.0
2024-01-19,早班,ES-06,131.1,92,2995.0
2024-01-19,早班,ES-07,138.8,100,3049.0
2024-01-19,早班,ES-08,104.6,144,4099.0
2024-01-19,中班,ES-01,123.7,70,2022.0
2024-01-19,中班,ES-03,101.3,87,2621.0
2024-01-19,中班,ES-06,141.9,75,2455.0
2024-01-19,中班,ES-07,152.4,95,2990.0
2024-01-19,中班,ES-08,113.6,102,3076.0
2024-01-19,夜班,ES-01,108.6,86,2493.0
2024-01-19,夜班,ES-02,136.0,96,2925.0
2024-01-19,夜班,ES-03,108.4,73,2129.0
2024-01-19,夜班,ES-04,168.8,66,2175.0
2024-01-19,夜班,ES-07,155.0,67,1881.0
2024-01-19,夜班,ES-08,142.8,76,2400.0
2024-01-20,早班,ES-01,129.8,86,2487.0
2024-01-20,早班,ES-02,124.1,83,2433.0
2024-01-20,早班,ES-03,113.1,75,2306.0
2024-01-20,早班,ES-04,184.3,69,2008.0
2024-01-20,早班,ES-05,119.3,101,3306.0
2024-01-20,早班,ES-06,130.5,103,3147.0
2024-01-20,早班,ES-07,150.8,79,2336.0
2024-01-20,中班,ES-01,129.4,94,2696.0
2024-01-20,中班,ES-03,110.0,95,3001.0
2024-01-20,中班,ES-05,122.7,118,3805.0
2024-01-20,中班,ES-06,125.2,80,2627.0
2024-01-20,中班,ES-07,145.0,66,2108.0
2024-01-20,中班,ES-08,136.9,100,2996.0
2024-01-20,夜班,ES-01,124.9,100,3003.0
2024-01-20,夜班,ES-02,115.1,83,2477.0
2024-01-20,夜班,ES-03,120.1,100,3262.0
2024-01-20,夜班,ES-04,171.7,82,2337.0
2024-01-20,夜班,ES-05,122.5,99,2932.0
2024-01-20,夜班,ES-06,146.7,89,2623.0
2024-01-20,夜班,ES-07,143.2,101,2876.0
2024-01-20,夜班,ES-08,137.1,92,2724.0
2024-01-21,早班,ES-02,126.1,101,3126.0
2024-01-21,早班,ES-04,169.5,106,3438.0
2024-01-21,早班,ES-05,117.9,105,3192.0
2024-01-21,早班,ES-08,123.1,91,2780.0
2024-01-21,中班,ES-01,118.7,77,2462.0
2024-01-21,中班,ES-02,121.5,96,2916.0
2024-01-21,中班,ES-03,113.7,105,3158.0
2024-01-21,中班,ES-04,174.1,107,3307.0
2024-01-21,中班,ES-05,129.7,83,2410.0
2024-01-21,中班,ES-06,132.1,93,2901.0
2024-01-21,中班,ES-07,148.2,92,2787.0
2024-01-21,夜班,ES-01,98.1,87,2678.0
2024-01-21,夜班,ES-02,133.0,88,2783.0
2024-01-21,夜班,ES-03,104.0,87,2787.0
2024-01-21,夜班,ES-04,177.7,73,2073.0
2024-01-21,夜班,ES-05,132.1,102,3121.0
2024-01-21,夜班,ES-06,130.2,128,3715.0
2024-01-21,夜班,ES-08,133.5,95,2750.0
2024-01-22,早班,ES-01,113.8,80,2383.0
2024-01-22,早班,ES-02,133.9,81,2543.0
2024-01-22,早班,ES-03,102.5,108,3032.0
2024-01-22,早班,ES-04,174.8,77,2388.0
2024-01-22,早班,ES-05,130.5,76,2140.0
2024-01-22,早班,ES-06,130.4,100,2992.0
2024-01-22,早班,ES-08,125.6,120,3646.0
2024-01-22,中班,ES-01,134.9,63,1771.0
2024-01-22,中班,ES-02,129.1,82,2373.0
2024-01-22,中班,ES-03,121.2,103,3124.0
2024-01-22,中班,ES-05,117.0,100,3208.0
2024-01-22,中班,ES-06,128.0,114,3644.0
2024-01-22,中班,ES-07,143.9,85,2398.0
2024-01-22,中班,ES-08,106.5,116,3252.0
2024-01-22,夜班,ES-01,137.8,101,2907.0
2024-01-22,夜班,ES-03,127.5,109,3088.0
2024-01-22,夜班,ES-04,187.4,100,3022.0
2024-01-22,夜班,ES-05,130.3,59,1863.0
2024-01-22,夜班,ES-07,147.9,110,3269.0
2024-01-23,早班,ES-01,121.4,92,2953.0
2024-01-23,早班,ES-02,137.1,103,3324.0
2024-01-23,早班,ES-03,123.5,153,4329.0
2024-01-23,早班,ES-04,180.6,130,4186.0
2024-01-23,早班,ES-06,134.4,120,3864.0
2024-01-23,早班,ES-07,207.1,106,3036.0
2024-01-23,早班,ES-08,114.3,76,2489.0
2024-01-23,中班,ES-01,118.8,104,3007.0
2024-01-23,中班,ES-02,123.9,103,3240.0
2024-01-23,中班,ES-04,163.3,122,3747.0
2024-01-23,中班,ES-05,136.7,78,2369.0
2024-01-23,中班,ES-06,125.0,101,2888.0
2024-01-23,中班,ES-07,139.7,102,3225.0
2024-01-23,中班,ES-08,176.3,88,2563.0
2024-01-23,夜班,ES-01,98.7,86,2474.0
2024-01-23,夜班,ES-02,120.4,92,2815.0
2024-01-23,夜班,ES-03,97.9,118,3750.0
2024-01-23,夜班,ES-04,175.1,125,3512.0
2024-01-23,夜班,ES-05,136.5,84,2510.0
2024-01-23,夜班,ES-07,166.6,52,1495.0
2024-01-23,夜班,ES-08,153.7,94,2775.0
2024-01-24,早班,ES-01,111.4,82,2451.0
2024-01-24,早班,ES-02,127.0,87,2570.0
2024-01-24,早班,ES-05,142.4,122,3560.0
2024-01-24,早班,ES-06,122.0,86,2786.0
2024-01-24,早班,ES-08,132.2,86,2647.0
2024-01-24,中班,ES-01,111.8,102,3193.0
2024-01-24,中班,ES-02,116.9,68,1919.0
2024-01-24,中班,ES-04,174.3,130,3754.0
2024-01-24,中班,ES-05,124.8,55,1605.0
2024-01-24,中班,ES-07,148.8,67,2095.0
2024-01-24,中班,ES-08,137.4,55,1666.0
2024-01-24,夜班,ES-01,115.2,130,3822.0
2024-01-24,夜班,ES-02,120.5,88,2695.0
2024-01-24,夜班,ES-05,129.2,75,2285.0
2024-01-24,夜班,ES-07,150.4,76,2303.0
2024-01-24,夜班,ES-08,119.5,122,3877.0
2024-01-25,早班,ES-01,114.7,94,2689.0
2024-01-25,早班,ES-02,125.0,81,2577.0
2024-01-25,早班,ES-03,120.4,101,3258.0
2024-01-25,早班,ES-04,183.3,82,2392.0
2024-01-25,早班,ES-05,129.1,91,2767.0
2024-01-25,早班,ES-06,115.6,101,3013.0
2024-01-25,早班,ES-07,146.5,69,2055.0
2024-01-25,早班,ES-08,106.0,76,2236.0
2024-01-25,中班,ES-01,186.2,95,3014.0
2024-01-25,中班,ES-02,180.5,139,4061.0
2024-01-25,中班,ES-03,105.9,101,3209.0
2024-01-25,中班,ES-04,172.3,104,3368.0
2024-01-25,中班,ES-05,147.1,100,3211.0
2024-01-25,中班,ES-06,135.9,104,3323.0
2024-01-25,夜班,ES-01,120.7,102,3184.0
2024-01-25,夜班,ES-03,124.1,102,2964.0
2024-01-25,夜班,ES-05,121.8,100,3112.0
2024-01-25,夜班,ES-08,119.3,114,3316.0
2024-01-26,早班,ES-01,113.4,108,3389.0
2024-01-26,早班,ES-02,130.9,91,2798.0
2024-01-26,早班,ES-03,111.3,109,3400.0
2024-01-26,早班,ES-05,119.3,92,2702.0
2024-01-26,早班,ES-06,119.3,98,2770.0
2024-01-26,早班,ES-07,157.2,127,3683.0
2024-01-26,早班,ES-08,126.2,100,3297.0
2024-01-26,中班,ES-02,128.2,77,2465.0
2024-01-26,中班,ES-03,89.0,97,2768.0
2024-01-26,中班,ES-04,171.8,101,3058.0
2024-01-26,中班,ES-05,130.6,109,3237.0
2024-01-26,中班,ES-07,155.1,100,2941.0
2024-01-26,中班,ES-08,124.2,98,2782.0
2024-01-26,夜班,ES-03,109.7,100,3027.0
2024-01-26,夜班,ES-05,120.5,86,2775.0
2024-01-26,夜班,ES-06,135.2,118,3614.0
2024-01-26,夜班,ES-07,154.0,64,1912.0
2024-01-26,夜班,ES-08,130.1,99,2855.0
2024-01-27,早班,ES-01,121.9,110,3576.0
2024-01-27,早班,ES-02,135.5,108,3298.0
2024-01-27,早班,ES-03,115.0,98,3044.0
2024-01-27,早班,ES-04,168.1,96,2978.0
2024-01-27,早班,ES-05,122.4,124,3619.0
2024-01-27,早班,ES-07,154.6,94,2932.0
2024-01-27,早班,ES-08,138.0,85,2410.0
2024-01-27,中班,ES-01,110.7,66,1885.0
2024-01-27,中班,ES-02,128.6,38,1240.0
2024-01-27,中班,ES-03,105.7,83,2711.0
2024-01-27,中班,ES-04,176.9,93,2808.0
2024-01-27,中班,ES-05,125.8,112,3533.0
2024-01-27,中班,ES-06,182.3,96,2724.0
2024-01-27,中班,ES-07,136.9,105,3102.0
2024-01-27,夜班,ES-02,132.4,80,2540.0
2024-01-27,夜班,ES-03,107.0,97,2849.0
2024-01-27,夜班,ES-05,134.1,75,2416.0
2024-01-27,夜班,ES-06,123.8,83,2516.0
2024-01-27,夜班,ES-08,121.7,114,3522.0
2024-01-28,早班,ES-01,113.0,101,3044.0
2024-01-28,早班,ES-02,134.7,109,3353.0
2024-01-28,早班,ES-03,112.7,105,3156.0
2024-01-28,早班,ES-04,170.8,102,3320.0
2024-01-28,早班,ES-05,120.7,124,3678.0
2024-01-28,早班,ES-07,151.1,78,2527.0
2024-01-28,早班,ES-08,125.2,89,2626.0
2024-01-28,中班,ES-01,116.4,89,2582.0
2024-01-28,中班,ES-02,123.0,80,2620.0
2024-01-28,中班,ES-03,154.1,93,3016.0
2024-01-28,中班,ES-04,179.2,72,2122.0
2024-01-28,中班,ES-05,134.7,104,3039.0
2024-01-28,中班,ES-06,123.9,110,3202.0
2024-01-28,中班,ES-07,151.3,100,3098.0
2024-01-28,中班,ES-08,126.2,114,3254.0
2024-01-28,夜班,ES-01,120.6,128,3764.0
2024-01-28,夜班,ES-02,124.2,79,2299.0
2024-01-28,夜班,ES-03,110.8,117,3445.0
2024-01-28,夜班,ES-04,177.8,71,2300.0
2024-01-28,夜班,ES-05,132.4,39,1183.0
2024-01-28,夜班,ES-06,137.9,101,3206.0
2024-01-28,夜班,ES-07,146.3,95,2791.0
2024-01-29,早班,ES-01,115.3,130,4106.0
2024-01-29,早班,ES-02,125.5,88,2574.0
2024-01-29,早班,ES-03,111.9,128,3988.0
2024-01-29,早班,ES-04,166.2,82,2699.0
2024-01-29,早班,ES-05,133.8,86,2690.0
2024-01-29,早班,ES-06,113.7,59,1941.0
