date,ore_volume,rock_volume,total_volume,plan_volume
2024-06-16,29847.0,44597.0,74444.0,80954.0
2024-06-17,30660.0,50737.0,81397.0,80954.0
2024-06-18,30919.0,51158.0,82077.0,80954.0
2024-06-19,29572.0,46406.0,75978.0,80954.0
2024-06-20,31998.0,48398.0,80396.0,80954.0
2024-06-21,30019.0,48877.0,78896.0,80954.0
2024-06-22,28327.0,61493.0,89820.0,80954.0
2024-06-23,26215.0,56007.0,82222.0,80954.0
2024-06-24,31409.0,50601.0,82010.0,80954.0
2024-06-25,34506.0,50789.0,85295.0,80954.0
2024-06-26,31386.0,47808.0,79194.0,80954.0
2024-06-27,30775.0,44928.0,75703.0,80954.0
2024-06-28,31667.0,51738.0,83405.0,80954.0
2024-06-29,33914.0,48394.0,82308.0,80954.0
2024-06-30,29525.0,48865.0,78390.0,80954.0
2024-07-01,30139.0,46109.0,76248.0,80113.0
2024-07-02,33478.0,49295.0,82773.0,80113.0
2024-07-03,31989.0,52756.0,84745.0,80113.0
2024-07-04,34425.0,53583.0,88008.0,80113.0
2024-07-05,31450.0,53778.0,85228.0,80113.0
2024-07-06,28353.0,47173.0,75526.0,80113.0
2024-07-07,26037.0,52437.0,78474.0,80113.0
2024-07-08,34679.0,49147.0,83826.0,80113.0
2024-07-09,34838.0,54590.0,89428.0,80113.0
2024-07-10,30650.0,52142.0,82792.0,80113.0
2024-07-11,30202.0,46949.0,77151.0,80113.0
2024-07-12,34259.0,50974.0,85233.0,80113.0
2024-07-13,28607.0,53559.0,82166.0,80113.0
2024-07-14,27072.0,51495.0,78567.0,80113.0
2024-07-15,32454.0,51625.0,84079.0,80113.0
2024-07-16,30169.0,57976.0,88145.0,80113.0
2024-07-17,31024.0,55977.0,87001.0,80113.0
2024-07-18,30673.0,51167.0,81840.0,80113.0
2024-07-19,31773.0,54985.0,86758.0,80113.0
2024-07-20,34124.0,59475.0,93599.0,80113.0
2024-07-21,29224.0,56568.0,85792.0,80113.0
2024-07-22,32438.0,47443.0,79881.0,80113.0
2024-07-23,26507.0,48579.0,75086.0,80113.0
2024-07-24,30907.0,57733.0,88640.0,80113.0
2024-07-25,29155.0,48059.0,77214.0,80113.0
2024-07-26,28325.0,47044.0,75369.0,80113.0
2024-07-27,29070.0,50211.0,79281.0,80113.0
2024-07-28,28263.0,50644.0,78907.0,80113.0
2024-07-29,33008.0,51646.0,84654.0,80113.0
2024-07-30,28070.0,49550.0,77620.0,80113.0
2024-07-31,31051.0,49447.0,80498.0,80113.0
2024-08-01,29913.0,49289.0,79202.0,80750.0
2024-08-02,30252.0,48640.0,78892.0,80750.0
2024-08-03,33173.0,60638.0,93811.0,80750.0
2024-08-04,30145.0,50084.0,80229.0,80750.0
2024-08-05,33898.0,55308.0,89206.0,80750.0
2024-08-06,30610.0,50064.0,80674.0,80750.0
2024-08-07,29412.0,51200.0,80612.0,80750.0
2024-08-08,30444.0,49179.0,79623.0,80750.0
2024-08-09,31464.0,41797.0,73261.0,80750.0
2024-08-10,31312.0,46620.0,77932.0,80750.0
2024-08-11,26531.0,41958.0,68489.0,80750.0
2024-08-12,31108.0,43271.0,74379.0,80750.0
2024-08-13,31404.0,47260.0,78664.0,80750.0
2024-08-14,36433.0,56818.0,93251.0,80750.0
2024-08-15,35016.0,51596.0,86612.0,80750.0
2024-08-16,29002.0,56649.0,85651.0,80750.0
2024-08-17,30239.0,53287.0,83526.0,80750.0
2024-08-18,25644.0,51679.0,77323.0,80750.0
2024-08-19,29556.0,48261.0,77817.0,80750.0
2024-08-20,31541.0,53655.0,85196.0,80750.0
2024-08-21,33491.0,54412.0,87903.0,80750.0
2024-08-22,29226.0,49430.0,78656.0,80750.0
2024-08-23,29382.0,53726.0,83108.0,80750.0
2024-08-24,26088.0,53729.0,79817.0,80750.0
2024-08-25,28445.0,46467.0,74912.0,80750.0
2024-08-26,28457.0,47266.0,75723.0,80750.0
2024-08-27,29620.0,47010.0,76630.0,80750.0
2024-08-28,28846.0,51815.0,80661.0,80750.0
2024-08-29,30558.0,52706.0,83264.0,80750.0
2024-08-30,26889.0,48428.0,75317.0,80750.0
2024-08-31,27519.0,51516.0,79035.0,80750.0
2024-09-01,18112.0,27399.0,45511.0,80282.0
2024-09-02,27894.0,53716.0,81610.0,80282.0
2024-09-03,28304.0,57239.0,85543.0,80282.0
2024-09-04,34748.0,56169.0,90917.0,80282.0
2024-09-05,37088.0,47487.0,84575.0,80282.0
2024-09-06,28109.0,57664.0,85773.0,80282.0
2024-09-07,29866.0,49223.0,79089.0,80282.0
2024-09-08,29417.0,52186.0,81603.0,80282.0
2024-09-09,34458.0,51448.0,85906.0,80282.0
2024-09-10,28473.0,49597.0,78070.0,80282.0
2024-09-11,30094.0,44268.0,74362.0,80282.0
2024-09-12,32333.0,50459.0,82792.0,80282.0
2024-09-13,31569.0,45158.0,76727.0,80282.0
2024-09-14,29774.0,54733.0,84507.0,80282.0
2024-09-15,28296.0,53794.0,82090.0,80282.0
2024-09-16,27555.0,47975.0,75530.0,80282.0
2024-09-17,30044.0,52124.0,82168.0,80282.0
2024-09-18,29971.0,48193.0,78164.0,80282.0
2024-09-19,31057.0,48534.0,79591.0,80282.0
2024-09-20,29313.0,53838.0,83151.0,80282.0
2024-09-21,31561.0,50721.0,82282.0,80282.0
2024-09-22,30741.0,54451.0,85192.0,80282.0
2024-09-23,30843.0,48980.0,79823.0,80282.0
2024-09-24,31264.0,54583.0,85847.0,80282.0
2024-09-25,30596.0,51128.0,81724.0,80282.0
2024-09-26,30468.0,53754.0,84222.0,80282.0
2024-09-27,28869.0,49003.0,77872.0,80282.0
2024-09-28,31141.0,50486.0,81627.0,80282.0
2024-09-29,28220.0,47208.0,75428.0,80282.0
2024-09-30,35028.0,47442.0,82470.0,80282.0
2024-10-01,33873.0,53107.0,86980.0,80597.0
2024-10-02,31249.0,53035.0,84284.0,80597.0
2024-10-03,28710.0,52792.0,81502.0,80597.0
2024-10-04,27930.0,56349.0,84279.0,80597.0
2024-10-05,32987.0,55989.0,88976.0,80597.0
2024-10-06,28933.0,46029.0,74962.0,80597.0
2024-10-07,31400.0,51844.0,83244.0,80597.0
2024-10-08,26495.0,48029.0,74524.0,80597.0
2024-10-09,11996.0,18705.0,30701.0,80597.0
2024-10-10,31310.0,48065.0,79375.0,80597.0
2024-10-11,27857.0,56474.0,84331.0,80597.0
2024-10-12,29251.0,51672.0,80923.0,80597.0
2024-10-13,28858.0,46435.0,75293.0,80597.0
2024-10-14,30382.0,54773.0,85155.0,80597.0
2024-10-15,29613.0,41962.0,71575.0,80597.0
2024-10-16,30018.0,42530.0,72548.0,80597.0
2024-10-17,29680.0,53182.0,82862.0,80597.0
2024-10-18,30560.0,50361.0,80921.0,80597.0
2024-10-19,33451.0,51057.0,84508.0,80597.0
2024-10-20,22556.0,42039.0,64595.0,80597.0
2024-10-21,29672.0,49966.0,79638.0,80597.0
2024-10-22,30571.0,57642.0,88213.0,80597.0
2024-10-23,30823.0,53136.0,83959.0,80597.0
2024-10-24,29344.0,50624.0,79968.0,80597.0
2024-10-25,26287.0,48286.0,74573.0,80597.0
2024-10-26,30864.0,48430.0,79294.0,80597.0
2024-10-27,31932.0,38814.0,70746.0,80597.0
2024-10-28,26748.0,50860.0,77608.0,80597.0
2024-10-29,32013.0,53070.0,85083.0,80597.0
2024-10-30,29381.0,43846.0,73227.0,80597.0
2024-10-31,29959.0,47297.0,77256.0,80597.0
2024-11-01,27768.0,45389.0,73157.0,80968.0
2024-11-02,29340.0,46096.0,75436.0,80968.0
2024-11-03,30927.0,46946.0,77873.0,80968.0
2024-11-04,31339.0,41799.0,73138.0,80968.0
2024-11-05,33860.0,52033.0,85893.0,80968.0
2024-11-06,32630.0,52541.0,85171.0,80968.0
2024-11-07,30998.0,48701.0,79699.0,80968.0
2024-11-08,33860.0,40208.0,74068.0,80968.0
2024-11-09,30981.0,45828.0,76809.0,80968.0
2024-11-10,29828.0,51279.0,81107.0,80968.0
2024-11-11,29346.0,39018.0,68364.0,80968.0
2024-11-12,30138.0,48234.0,78372.0,80968.0
2024-11-13,28449.0,45051.0,73500.0,80968.0
2024-11-14,32153.0,52574.0,84727.0,80968.0
2024-11-15,27376.0,46933.0,74309.0,80968.0
2024-11-16,12238.0,19706.0,31944.0,80968.0
2024-11-17,27535.0,48611.0,76146.0,80968.0
2024-11-18,32525.0,56423.0,88948.0,80968.0
2024-11-19,31593.0,48657.0,80250.0,80968.0
2024-11-20,33940.0,50841.0,84781.0,80968.0
2024-11-21,31536.0,43753.0,75289.0,80968.0
2024-11-22,26464.0,53904.0,80368.0,80968.0
2024-11-23,29769.0,46475.0,76244.0,80968.0
2024-11-24,25332.0,44219.0,69551.0,80968.0
2024-11-25,28765.0,49251.0,78016.0,80968.0
2024-11-26,33224.0,43383.0,76607.0,80968.0
2024-11-27,31297.0,50178.0,81475.0,80968.0
2024-11-28,28352.0,52972.0,81324.0,80968.0
2024-11-29,27654.0,50396.0,78050.0,80968.0
2024-11-30,29952.0,43233.0,73185.0,80968.0
2024-12-01,25199.0,45788.0,70987.0,80429.0
2024-12-02,20676.0,37914.0,58590.0,80429.0
2024-12-03,30553.0,42100.0,72653.0,80429.0
2024-12-04,32405.0,45142.0,77547.0,80429.0
2024-12-05,31199.0,52547.0,83746.0,80429.0
2024-12-06,24815.0,50233.0,75048.0,80429.0
2024-12-07,30522.0,50764.0,81286.0,80429.0
2024-12-08,28008.0,53256.0,81264.0,80429.0
2024-12-09,30757.0,50962.0,81719.0,80429.0
2024-12-10,33400.0,51674.0,85074.0,80429.0
2024-12-11,25303.0,59468.0,84771.0,80429.0
2024-12-12,28539.0,48348.0,76887.0,80429.0
2024-12-13,31138.0,46123.0,77261.0,80429.0
2024-12-14,26356.0,50775.0,77131.0,80429.0
2024-12-15,31081.0,47813.0,78894.0,80429.0
2024-12-16,30643.0,47138.0,77781.0,80429.0
2024-12-17,31694.0,45213.0,76907.0,80429.0
2024-12-18,28575.0,57910.0,86485.0,80429.0
2024-12-19,31621.0,50372.0,81993.0,80429.0
2024-12-20,32180.0,46344.0,78524.0,80429.0
2024-12-21,30342.0,52606.0,82948.0,80429.0
2024-12-22,28345.0,45709.0,74054.0,80429.0
2024-12-23,30424.0,48162.0,78586.0,80429.0
2024-12-24,27931.0,51259.0,79190.0,80429.0
2024-12-25,29506.0,44213.0,73719.0,80429.0
2024-12-26,29496.0,50463.0,79959.0,80429.0
2024-12-27,30676.0,56394.0,87070.0,80429.0
2024-12-28,32034.0,50898.0,82932.0,80429.0
2024-12-29,25507.0,44699.0,70206.0,80429.0
2024-12-30,29562.0,47204.0,76766.0,80429.0
2024-12-31,33098.0,47575.0,80673.0,80429.0
2025-01-01,28205.0,48172.0,76377.0,81998.0
2025-01-02,28034.0,47705.0,75739.0,81998.0
2025-01-03,30291.0,52627.0,82918.0,81998.0
2025-01-04,31706.0,42564.0,74270.0,81998.0
2025-01-05,27876.0,49431.0,77307.0,81998.0
2025-01-06,32778.0,47719.0,80497.0,81998.0
2025-01-07,31743.0,50600.0,82343.0,81998.0
2025-01-08,31713.0,44892.0,76605.0,81998.0
2025-01-09,31084.0,54231.0,85315.0,81998.0
2025-01-10,34990.0,53924.0,88914.0,81998.0
2025-01-11,29422.0,52845.0,82267.0,81998.0
2025-01-12,23470.0,40452.0,63922.0,81998.0
2025-01-13,33412.0,52368.0,85780.0,81998.0
2025-01-14,28880.0,50766.0,79646.0,81998.0
2025-01-15,30130.0,43138.0,73268.0,81998.0
2025-01-16,32779.0,49156.0,81935.0,81998.0
2025-01-17,26378.0,50646.0,77024.0,81998.0
2025-01-18,27155.0,51385.0,78540.0,81998.0
2025-01-19,24392.0,46958.0,71350.0,81998.0
2025-01-20,28174.0,50404.0,78578.0,81998.0
2025-01-21,30894.0,54911.0,85805.0,81998.0
2025-01-22,31087.0,53984.0,85071.0,81998.0
2025-01-23,30548.0,38445.0,68993.0,81998.0
2025-01-24,26839.0,48148.0,74987.0,81998.0
2025-01-25,24872.0,48744.0,73616.0,81998.0
2025-01-26,28081.0,39728.0,67809.0,81998.0
2025-01-27,28932.0,49760.0,78692.0,81998.0
2025-01-28,30988.0,54164.0,85152.0,81998.0
2025-01-29,31529.0,45307.0,76836.0,81998.0
2025-01-30,30297.0,50732.0,81029.0,81998.0
2025-01-31,31674.0,45991.0,77665.0,81998.0
2025-02-01,30514.0,46937.0,77451.0,81063.0
2025-02-02,29185.0,52123.0,81308.0,81063.0
2025-02-03,28477.0,47467.0,75944.0,81063.0
2025-02-04,29642.0,51305.0,80947.0,81063.0
2025-02-05,30479.0,42458.0,72937.0,81063.0
2025-02-06,31861.0,56666.0,88527.0,81063.0
2025-02-07,29199.0,51900.0,81099.0,81063.0
2025-02-08,31221.0,48938.0,80159.0,81063.0
2025-02-09,27500.0,48841.0,76341.0,81063.0
2025-02-10,29836.0,44318.0,74154.0,81063.0
2025-02-11,31930.0,54192.0,86122.0,81063.0
2025-02-12,25731.0,48490.0,74221.0,81063.0
2025-02-13,27274.0,48969.0,76243.0,81063.0
2025-02-14,26876.0,47900.0,74776.0,81063.0
2025-02-15,25014.0,47586.0,72600.0,81063.0
2025-02-16,12788.0,23718.0,36506.0,81063.0
2025-02-17,31819.0,50814.0,82633.0,81063.0
2025-02-18,29555.0,52344.0,81899.0,81063.0
2025-02-19,30628.0,49859.0,80487.0,81063.0
2025-02-20,32601.0,51869.0,84470.0,81063.0
2025-02-21,33137.0,48353.0,81490.0,81063.0
2025-02-22,30076.0,58444.0,88520.0,81063.0
2025-02-23,31218.0,41040.0,72258.0,81063.0
2025-02-24,30455.0,54817.0,85272.0,81063.0
2025-02-25,28423.0,55250.0,83673.0,81063.0
2025-02-26,28970.0,46842.0,75812.0,81063.0
2025-02-27,27033.0,58579.0,85612.0,81063.0
2025-02-28,28349.0,53919.0,82268.0,81063.0
2025-03-01,29528.0,53855.0,83383.0,81767.0
2025-03-02,30096.0,47300.0,77396.0,81767.0
2025-03-03,34127.0,49397.0,83524.0,81767.0
2025-03-04,27314.0,49456.0,76770.0,81767.0
2025-03-05,31232.0,51765.0,82997.0,81767.0
2025-03-06,28092.0,55635.0,83727.0,81767.0
2025-03-07,31439.0,51030.0,82469.0,81767.0
2025-03-08,30119.0,46907.0,77026.0,81767.0
2025-03-09,24393.0,50534.0,74927.0,81767.0
2025-03-10,32477.0,53932.0,86409.0,81767.0
2025-03-11,29118.0,52950.0,82068.0,81767.0
2025-03-12,29288.0,53326.0,82614.0,81767.0
2025-03-13,28123.0,49494.0,77617.0,81767.0
2025-03-14,29051.0,47025.0,76076.0,81767.0
2025-03-15,31446.0,47287.0,78733.0,81767.0
2025-03-16,28102.0,41403.0,69505.0,81767.0
2025-03-17,31255.0,51550.0,82805.0,81767.0
2025-03-18,31343.0,50364.0,81707.0,81767.0
2025-03-19,33466.0,49041.0,82507.0,81767.0
2025-03-20,29821.0,39514.0,69335.0,81767.0
2025-03-21,27340.0,46037.0,73377.0,81767.0
2025-03-22,32952.0,55068.0,88020.0,81767.0
2025-03-23,27889.0,45316.0,73205.0,81767.0
2025-03-24,33085.0,52244.0,85329.0,81767.0
2025-03-25,31490.0,45621.0,77111.0,81767.0
2025-03-26,30373.0,56405.0,86778.0,81767.0
2025-03-27,31443.0,50424.0,81867.0,81767.0
2025-03-28,34983.0,52105.0,87088.0,81767.0
2025-03-29,35274.0,59874.0,95148.0,81767.0
2025-03-30,28872.0,53831.0,82703.0,81767.0
2025-03-31,31086.0,49936.0,81022.0,81767.0
2025-04-01,33116.0,48879.0,81995.0,82141.0
2025-04-02,28902.0,49929.0,78831.0,82141.0
2025-04-03,31510.0,53136.0,84646.0,82141.0
2025-04-04,30735.0,50831.0,81566.0,82141.0
2025-04-05,31497.0,49761.0,81258.0,82141.0
2025-04-06,26987.0,53871.0,80858.0,82141.0
2025-04-07,27338.0,50894.0,78232.0,82141.0
2025-04-08,26289.0,60099.0,86388.0,82141.0
2025-04-09,28406.0,51737.0,80143.0,82141.0
2025-04-10,29869.0,58209.0,88078.0,82141.0
2025-04-11,30248.0,52814.0,83062.0,82141.0
2025-04-12,35169.0,55148.0,90317.0,82141.0
2025-04-13,31354.0,45767.0,77121.0,82141.0
2025-04-14,28819.0,48308.0,77127.0,82141.0
2025-04-15,31714.0,53331.0,85045.0,82141.0
2025-04-16,30068.0,55372.0,85440.0,82141.0
2025-04-17,30352.0,51799.0,82151.0,82141.0
2025-04-18,31399.0,46789.0,78188.0,82141.0
2025-04-19,32367.0,46540.0,78907.0,82141.0
2025-04-20,28273.0,43316.0,71589.0,82141.0
2025-04-21,33373.0,45053.0,78426.0,82141.0
2025-04-22,28534.0,52217.0,80751.0,82141.0
2025-04-23,31074.0,56106.0,87180.0,82141.0
2025-04-24,36788.0,51810.0,88598.0,82141.0
2025-04-25,31578.0,43301.0,74879.0,82141.0
2025-04-26,34253.0,51196.0,85449.0,82141.0
2025-04-27,29315.0,48331.0,77646.0,82141.0
2025-04-28,32404.0,59944.0,92348.0,82141.0
2025-04-29,31015.0,46471.0,77486.0,82141.0
2025-04-30,30777.0,50552.0,81329.0,82141.0
2025-05-01,29450.0,58548.0,87998.0,82070.0
2025-05-02,32124.0,53804.0,85928.0,82070.0
2025-05-03,29317.0,54262.0,83579.0,82070.0
2025-05-04,30667.0,49585.0,80252.0,82070.0
2025-05-05,33603.0,53430.0,87033.0,82070.0
2025-05-06,32034.0,55159.0,87193.0,82070.0
2025-05-07,30610.0,49154.0,79764.0,82070.0
2025-05-08,32250.0,55594.0,87844.0,82070.0
2025-05-09,30584.0,47066.0,77650.0,82070.0
2025-05-10,33333.0,53557.0,86890.0,82070.0
2025-05-11,25257.0,50014.0,75271.0,82070.0
2025-05-12,30559.0,50018.0,80577.0,82070.0
2025-05-13,26929.0,52298.0,79227.0,82070.0
2025-05-14,28031.0,50043.0,78074.0,82070.0
2025-05-15,34331.0,48361.0,82692.0,82070.0
2025-05-16,33311.0,51113.0,84424.0,82070.0
2025-05-17,20453.0,33175.0,53628.0,82070.0
2025-05-18,26057.0,50730.0,76787.0,82070.0
2025-05-19,24851.0,48156.0,73007.0,82070.0
2025-05-20,30187.0,55254.0,85441.0,82070.0
2025-05-21,36718.0,48080.0,84798.0,82070.0
2025-05-22,32359.0,50440.0,82799.0,82070.0
2025-05-23,30181.0,50239.0,80420.0,82070.0
2025-05-24,32445.0,57669.0,90114.0,82070.0
2025-05-25,25997.0,50909.0,76906.0,82070.0
2025-05-26,30786.0,51869.0,82655.0,82070.0
2025-05-27,31668.0,54588.0,86256.0,82070.0
2025-05-28,31268.0,44704.0,75972.0,82070.0
2025-05-29,33206.0,52566.0,85772.0,82070.0
2025-05-30,32233.0,60339.0,92572.0,82070.0
